#ID	TYPE	CLASS	INSTANCE_NAME	DESCR	EXT_LINK	COMMENT	TIME	BEGINTERVAL	ENDINTERVAL	N.ANN_DOC.USER	N.ANN_DOC.ALL	HAS_PARTS
LOC46995716452946714	ENTITY	LOC	San Jose, California		http://dbpedia.org/resource/San_Jose,_California					0	2	
OTH39905582916217232	EVENT	OTHER	deal2 VUA	Air India for 787s			2005-04-27			0	1	
OTH41483541792139970	EVENT	OTHER	Seek-EHU	GM seek $ 16.6 billion in loans 			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
OTH40798640722000176	EVENT	OTHER	to fall 7 october 2008 dow	dow continued to fall 7 october 2008		MS: er	2008-10-07			0	1	FIN39323676120351079_Arg1
OTH36730414138492900	EVENT	OTHER	unveils VUA	unveiling of iPhone 4			2010-06-07			0	1	PRO36276501830687088_Arg1
PRO56086506856179914	ENTITY	PRO	resolution of video	resolution of video watch with iPod 5th						0	1	
FIN45820651838632198	ENTITY	FIN	Ford share							1	1	
OTH36562113645979450	EVENT	OTHER	placement VUA	placement of antenna iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Arg2
OTH40782793123033450	EVENT	OTHER	break 19 october 2007 dow	19 october 2007 broke 19 october 2007		MS: no er	2007-10-19			0	1	FIN39323676120351079_Arg0
PRO46917026560160878	ENTITY	PRO	flash memory		http://dbpedia.org/resource/Flash_memory					0	1	
OTH40105343779700492	EVENT	OTHER	fuel efficiency	of 787				XXXX-XX-XX		0	5	PRO37154719263852456_Arg1
ORG47025782305814023	ENTITY	ORG	Royal Courts of Justice	located in London	http://dbpedia.org/resource/Royal_Courts_of_Justice					0	1	
OTH39649777044573252	EVENT	OTHER	selected VUA	airlines are selected by Chinese government				XXXX-XX-XX		0	1	LOC27743980691187312_Argm-LOC ORG27744052820930814_Arg0 PRO39475476568057583_Arg1
ORG43996279078617526	ENTITY	ORG	Mortgage Bankers Association	the US national mortgage bankers association	http://dbpedia.org/resource/Mortgage_Bankers_Association					0	1	
PER46395002941073056	ENTITY	PER	Robert Nardelli		http://dbpedia.org/resource/Robert_Nardelli					1	1	
OTH36547504232441070	EVENT	OTHER	issue - VUA	iPhone 4 - antenna issue				XXXX-XX-XX		0	1	PRO36276501830687088_Arg0
OTH40782912512214702	EVENT	OTHER	close	US stock markets close in negative numbers - 2008-10-09		no er	2008-10-09			0	1	FIN39326930888384754_Arg1
PRO46393379463753137	ENTITY	PRO	Ford nameplates							1	1	
OTH57302407927532295	EVENT	OTHER	called S10-SE - (Steve Jobs)	Steve called podcasting  Wayne's World for radio 	call.01		2005-06-06			1	1	PER19274271332322852_Arg0
OTH40546045861326926	EVENT	OTHER	fall	US stock markets fall 2009-02-23		no er	2009-02-23			0	1	FIN39326930888384754_Arg1
SPE39043991993985851	EVENT	SPEECH_COGNITIVE	Report-EHU	Mulally reports 500 renamed			XXXX-XX-XX			1	1	PER37406424840192289_Arg0
OTH39993451884224450	EVENT	OTHER	losses VUA	losses of 2 flights in Indonesia			2007-XX-XX			0	1	ORG27584649195330843_Arg1 ORG27584612684353379_Arg1
OTH40874092106784151	EVENT	OTHER	surge	global stock markets surged -  2008-10-13			2008-10-13			0	1	FIN40197049224228580_Arg1
OTH40084250198263983	EVENT	OTHER	crash VUA	A330 crashed into Atlantic Ocean	http://dbpedia.org/page/Air_France_Flight_447		2009-06-XX			0	1	PRO40084501702979674_Arg1 LOC27983236736758528_Argm-LOC
PRO36042008717728899	ENTITY	PRO	IPhone4 FBK	iOS smartphone developed by Apple Inc.	http://dbpedia.org/resource/IPhone_4					0	4	
ORG37154720130514282	ENTITY	ORG	Northrop Grumman	Northrop Grumman (centroid entity)	http://dbpedia.org/page/Northrop_Grumman	centroid entity				0	3	
OTH40806524171658669	EVENT	OTHER	go up and down 10 october 2010 dow	dow going up and down 10 october 2010		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg1
FIN39327473292302528	ENTITY	FIN	US stocks	US stocks						0	4	
OTH40794312077439107	EVENT	OTHER	improve VUA	A380 fuel efficiency			XXXX-XX-XX			0	1	PRO39561342181722450_Arg0
OTH39303927562252878	EVENT	OTHER	Option-EHU	Fiat has option buy			XXXX-XX-XX			1	1	ORG37406423743094661_Arg0
FIN44169862126831978	ENTITY	FIN	bad loans	billions of dollars of bad loans		no er				0	1	
OTH40798429976329278	EVENT	OTHER	fare 6 october 2008 dow	dow fared poorly 6 october 2008		MS: no er	2008-10-06			0	1	ORG39669852667789054_Arg0 FIN39323676120351079_Arg0
OTH39662588519456648	EVENT	OTHER	orders VUA	Ryanair with Boeing				XXXX-XX-XX		0	1	ORG37154720662549110_Arg0 ORG37154719725500990_Arg3
OTH39051257138506270	EVENT	OTHER	Thank-EHU	Obama thanked Canada USA			2009-06-01			1	1	PER37406424967115208_Arg0
OTH41392935769136511	EVENT	OTHER	Profit-EHU	Ford unexpected profits			2009-10-01			1	1	ORG37406423869806668_Arg0
ORG47032161342490063	ENTITY	ORG	auto firms							1	1	
OTH21009346097532284	EVENT	OTHER	hold	when customers hold the phone						0	1	
ORG44086303551319096	ENTITY	ORG	International Monetary Fund	IMF	http://dbpedia.org/resource/International_Monetary_Fund					0	1	
OTH39990131485160375	EVENT	OTHER	success VUA	of A380 for Singapore			2007-10-17			0	1	ORG37154720265874633_Arg0
OTH37488411373309789	EVENT	OTHER	use-iPhone4-EHU	iPhone uses processor				2010-06-07		0	0	
SPE39744069478164620	EVENT	SPEECH_COGNITIVE	Say-EHU	Ford said share rose			2010-03-02			1	1	ORG37406423869806668_Arg0
PRO55899097474135091	ENTITY	PRO	other media apart from music	media sold by iTunes						0	1	
OTH40167619945527883	EVENT	OTHER	Spend-EHU	GM spent 10.2bil			2008-XX-XX			1	1	ORG37406424148086837_Arg0
OTH57305136816209086	EVENT	OTHER	taking out S7-SE - (Steve Jobs)	Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket .	take.01		2007-01-10			1	1	PER19274271332322852_Arg0
ORG45820008028067057	ENTITY	ORG	GM Europe		http://dbpedia.org/resource/General_Motors_Europe					1	1	
OTH39675277291960502	EVENT	OTHER	wear VUA	A380 Singapore Airlines			2005-11-11			0	1	PRO37154719590532628_Arg0
SPE39140337497950741	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated deferred termination			2009-06-01			1	1	PER37406425118763133_Arg0
FIN44180100434558173	ENTITY	FIN	commodity price index		http://dbpedia.org/resource/Commodity_price_index	GEN				0	1	
OTH36732482677707502	EVENT	OTHER	uses VUA	iPhone4 uses A4 processor				2010-06-08	XXXX-XX-XX	0	1	PRO36276501830687088_Arg0
PER55738858791592133	ENTITY	PER	iPhone 3GS users	iPhone 3GS users						0	1	
FIN44167555912760638	ENTITY	FIN	stock		http://dbpedia.org/resource/Stock	GEN				0	1	
PRO20564229258253078	ENTITY	PRO	iPhone 3G							2	8	
PRO55725840407942274	ENTITY	PRO	make phone calls	feature of the iPhone						0	1	
LOC43997706611634296	ENTITY	LOC	India		http://dbpedia.org/resource/India					0	1	
SPE39141063214876024	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated lower break			2009-06-01			1	2	PER37406425118763133_Arg0
SPE40168692693089159	EVENT	SPEECH_COGNITIVE	Say-EHU	GM said dealers underperforming			2009-05-15			1	1	ORG37406424148086837_Arg0
SPE40002384147393282	EVENT	SPEECH_COGNITIVE	say VUA	Djamal about EU ban			2007-12-20			0	1	PER27584786801297318_Arg0 ORG39496023923453247_Arg2
LOC43997652346848560	ENTITY	LOC	Hong Kong		http://dbpedia.org/resource/Hong_Kong					0	1	
OTH57380045316734569	EVENT	OTHER	left S7-SE - (Steve Jobs)	He left current chief operating officer Timothy D. Cook in charge of day-to-day operations ,			2011-01-17			1	1	PER19274271332322852_Arg0
PRO47183429864150412	ENTITY	PRO	Macbook and Macbook pro			no er				0	1	
FIN39500172694950632	ENTITY	FIN	Contract	between China Eastern Airlines and Airbus						0	1	
SPE57305835996117899	EVENT	SPEECH_COGNITIVE	announced S12-SE - (Steve Jobs) 	Apple CEO Steve Jobs also announced that the price of Apple 's iPhone, will be cut by $ 200 to $ 399 .	announce.01		2007-09-XX			1	1	PER19274271332322852_Arg0
LOC45385827083233150	ENTITY	LOC	Ontario		http://dbpedia.org/resource/Ontario					2	2	
OTH39912791691688115	EVENT	OTHER	approach VUA	Aer Lingus approached Boeing			XXXX-XX-XX			0	1	ORG37154719725500990_Arg1
ORG27744240802171727	ENTITY	ORG	Shanghai Airlines		http://dbpedia.org/resource/Shanghai_Airlines					0	1	
PER45903178609048694	ENTITY	PER	John Smith	GM's vicepresident	http://dbpedia.org/resource/John_F._Smith,_Jr.					1	1	
PER27573679404580314	ENTITY	PER	Lee Hsien Loong		http://dbpedia.org/page/Lee_Hsien_Loong					0	1	
ORG47025863678468231	ENTITY	ORG	Beatles Apple Corps and Apple Computer	two companies		no er				0	3	
ORG19093169632160927	ENTITY	ORGANISATION	apple computer	apple computer		centroid entity				0	0	
OTH39304335708966380	EVENT	OTHER	Run-EHU	Fiat run Chrysler				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406423743094661_Arg0 ORG37406423422624299_Arg1
OTH36730727603617868	EVENT	OTHER	obtained VUA	Gizmodo obtained iPhone 4			2010-04-XX			0	1	PRO36276501830687088_Arg1
PRO56089407071601687	ENTITY	PRO	1000 songs	songs held by the iPod Nano						0	1	
OTH57124736096180264	EVENT	OTHER	sued S6-SE (twice Apple Computer)	Apple Corps has twice before sued Apple Computer over its use of the 	sue.01		XXXX-XX-XX			1	1	ORG19274272335363621_Arg0
OTH40616741658095917	EVENT	OTHER	open	US stock market opened - 2008-10-10		no er	2008-10-10			0	1	FIN39326930888384754_Arg1
OTH57384051282765368	EVENT	OTHER	unveilling S25-SE - (Steve Jobs)	Jobs rounded the services off by unveiling a new iTunes feature that mirrors a user 's library in the cloud ,						1	1	
SPE40890192004644381	EVENT	SPEECH_COGNITIVE	comment VUA	Galloius commented			2008-03-01			0	1	PER37154720797907240_Arg0
OTH57276951165233832	EVENT	OTHER	account-SE - (iTunes store)	the iTunes store accounts for 70 % of all digital music sales .	account.01		2008-02			1	1	PRO19274271475601598_Arg0
PER56156697017822717	ENTITY	PER	Apple Inc defence	defence during the lawsuit between Apple Corps and Apple Inc						0	1	
SPE39988218337816338	EVENT	SPEECH_COGNITIVE	speech VUA	of Lee Loong about A380			2007-10-17			0	1	PER27573679404580314_Arg0
PRO27985245647356019	ENTITY	PRO	Boeing 747 airliner		http://dbpedia.org/page/Boeing_747					0	1	
FIN44160269826652668	ENTITY	FIN	Economy of the United States		http://dbpedia.org/resource/Economy_of_the_United_States					1	4	
OTH40085219081301364	EVENT	OTHER	kill VUA	Flight 447 killed 228 people			2009-06-XX			0	1	PER39500878948064823_Arg1
PRO46393341248915317	ENTITY	PRO	Ford Taurus		http://dbpedia.org/resource/Ford_Taurus					1	1	
OTH40531534577727396	EVENT	OTHER	Commit-EHU	Ford committed invest			2006-01-23			2	2	ORG37406423869806668_Arg1
PER44086598349068711	ENTITY	PER	Gordon Brown	former UK Prime Minister	http://dbpedia.org/resource/Gordon_Brown					0	1	
SPE40011876827379708	EVENT	SPEECH_COGNITIVE	tell VUA	everyone told Northrop crazy			XXXX-XX-XX			0	1	ORG37154720130514282_Arg2
OTH39742367516610897	EVENT	OTHER	Sale-EHU	ford sales				XXXX-XX-XX	XXXX-XX-XX	3	3	ORG37406423869806668_Arg0
OTH57299380780367483	EVENT	OTHER	returned S9-SE - (Steve Jobs)	In 1996 , following Apple Computer 's purchase of NeXT , Jobs returned to Apple and soon after reassumed the role of CEO .	return.01		1996			1	1	PER19274271332322852_Arg1
OTH57385936372361189	EVENT	OTHER	lost human being S12-SE - (Steve Jobs)	the world has lost an amazing human being .	lose.02		2011-10-05			1	1	PER19274271332322852_Arg1
OTH39741170019170718	EVENT	OTHER	implemented VUA	A380 3D implemented late			XXXX-XX-XX			0	1	PRO39480385099731102_Arg1
OTH39675186795996474	EVENT	OTHER	troubles VUA	engine troubles delay A380			2005-11-05			0	1	
FIN56155445956462369	ENTITY	FIN	price of the iPhone in US	price of the iPhone in US						0	1	
OTH39674837498776204	EVENT	OTHER	stop VUA	first stop of A380			2005-11-11			0	1	PRO37154719590532628_Arg1
OTH40446839757980984	EVENT	OTHER	bailout	the bailout of AIG by the Fed		no er	2008-09-XX			0	1	ORG39936557985692412_Arg0
OTH40013941549790830	EVENT	OTHER	tap VUA	USAF tapped EADS			2008-03-01			0	1	ORG37154720392556611_Arg0 ORG37154720003835631_Arg1
PER44062767378816200	ENTITY	PER	Dmitry Medvedev	former Russian president	http://dbpedia.org/resource/Dmitry_Medvedev					0	1	
SPE57303719405132347	EVENT	SPEECH_COGNITIVE	announced S15-SE - (Steve Jobs)	Jobs announced that there have been 2 million copies of Tiger sold in the 6 weeks that it has been available .	announce.01		2005-06-06			1	1	PER19274271332322852_Arg0
OTH40783913042934798	EVENT	OTHER	effort VUA	Boeing airplane design			XXXX-XX-XX			0	1	ORG37154719725500990_Arg0
OTH39910021085715950	EVENT	OTHER	schedule VUA	787 is scheduled to enter service			XXXX-XX-XX			0	1	PRO37154719263852456_Arg1
SPE40455357382591291	EVENT	SPEECH_COGNITIVE	Say-EHU	Henderson said no urgency			2009-06-01			1	1	PER37406425118763133_Arg0
ORG44159093660201607	ENTITY	ORG	United States Department of Labor	DOL	http://dbpedia.org/resource/United_States_Department_of_Labor					0	2	
OTH40456608388118686	EVENT	OTHER	fall 24 october 2008 ftse	ftse fell 24 october 2008		MS: no er	2008-10-24			0	1	FIN39676646219701103_Arg1
SPE40098295152357817	EVENT	SPEECH_COGNITIVE	say VUA	Gallois to Boeing about 787			2007-07-08			0	1	PER37154720797907240_Arg0
OTH57470808877352225	EVENT	OTHER	unveil-SE - (Steve Jobs - iPhone 4)	company CEO Steve Jobs unveiled iPhone 4	unveil.01;announcement.01		2010-06-07			1	1	PRO36907219772334161_Arg1 PER19274271332322852_Arg0
PRO55896052217421650	ENTITY	PRO	iPhone prototype	iPhone made its appearance as a prototype						0	1	
SPE39912593817851420	EVENT	SPEECH_COGNITIVE	say VUA	Aer Lingus said something about new fleet			2007-06-09			0	1	ORG27734136303656824_Arg0
PRO27734515672944779	ENTITY	PRO	Airbus A321 aircraft	member of A320 family						0	1	
PRO55731958369465525	ENTITY	PRO	data	data		GEN				0	1	
ORG39561472199374551	ENTITY	ORG	Airlines	general						0	1	
OTH57383428565670330	EVENT	OTHER	reveal S19-SE - (Steve Jobs)	CEO Steve Jobs returned to the stage to reveal Apple 's new cloud services offering , iCloud .	reveal.01		2011-06-07			1	1	PER19274271332322852_Arg0
SPE40090763440159936	EVENT	SPEECH_COGNITIVE	call VUA	manufactureres call it interference			XXXX-XX-XX			0	1	PER39502186255859451_Arg0
SPE39140561479698403	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated China critical			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40097405693262273	EVENT	OTHER	receive VUA	Nippon receives 787			2008-05			0	1	PRO37154719263852456_Arg1
PRO45381024478223666	ENTITY	PRO	auto rescue plan							1	1	
OTH40795614498790694	EVENT	OTHER	carry VUA	A380 passengers			2007-09-01			0	1	PRO37154719590532628_Arg0
SPE57302286920812841	EVENT	SPEECH_COGNITIVE	talk S9-SE - (Steve Jobs)	Jobs then moved on to talk about a very anticipated announcement - Podcasting .	talk.01		2005-06-06			1	1	PER19274271332322852_Arg0
SPE57304114754781218	EVENT	SPEECH_COGNITIVE	announced S17-SE - (Steve Jobs)	Steve announced that Mac OS X Leopard would be released in 2007 , the same time as Microsoft ? s Longhorn .	announce.01		2005-06-06			1	1	PER19274271332322852_Arg0
SPE39742855262117139	EVENT	SPEECH_COGNITIVE	Say-EHU	Ford said can make it			XXXX-XX-XX			1	1	ORG37406423869806668_Arg0
PRO39494630138843850	ENTITY	PRO	Engines	4 of the Rolls-Royce Trent 900 engines						0	1	
OTH40792100429882477	EVENT	OTHER	plague VUA	787 project issues					2009-12-16	0	1	
PER39502696167157003	ENTITY	PER	15000 people	people attended the Boeing event						0	1	
SPE39742599603268050	EVENT	SPEECH_COGNITIVE	Announce-EHU	Ford announced annual loss			XXXX-XX-XX			1	1	ORG37406423869806668_Arg0
OTH39925645237395861	EVENT	OTHER	close	NIKKEI rose to close		MS: no er	2008-11-XX			0	1	FIN39755153334854979_Arg1
OTH40454791504548956	EVENT	OTHER	go up 7 october 2008 ftse	ftse went up 7 october 2008		MS: no er	2008-10-07			0	1	FIN39676646219701103_Arg1
OTH39669045073822163	EVENT	OTHER	order VUA	Qatar Airbus 2 A380's			XXXX-XX-XX			0	1	
PRO55740722624386180	ENTITY	PRO	30GB iPod	30GB iPod						0	1	
LOC46916036707383716	ENTITY	LOC	MWCC	the Moscone West Convention Center in San Francisco	http://dbpedia.org/resource/Moscone_Center					0	4	
OTH57303807954526887	EVENT	OTHER	demoed S16-SE - (Steve Jobs)	He demoed the Wikipedia Dashboard widget 	demonstrate.01		2005-06-06			1	1	PER19274271332322852_Arg0
PRO55894392940464297	ENTITY	PRO	application software of Tiger							0	1	
OTH40784224584553780	EVENT	OTHER	fall	global stock markets fell - 2007-08-10		no er	2007-08-10			0	1	FIN40197049224228580_Arg1
OTH39741947841722262	EVENT	OTHER	Pay-EHU	Ford pay 57million			XXXX-XX-XX			1	1	ORG37406423869806668_Arg0
LOC56155501056530727	ENTITY	LOC	other countries than US	other countries than US						0	1	
LOC45376625617207937	ENTITY	LOC	Romania		http://dbpedia.org/resource/Romania					1	1	
OTH36548215291443831	EVENT	OTHER	dropped - VUA	dropped calls iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Argm-OTHER
PRO56147418383194168	ENTITY	PRO	4 billion songs	songs downloaded from 2003 to 2008 from iTunes						0	1	
PER55738801540351056	ENTITY	PER	iPhone owners	iPhone owners						0	1	
OTH40430224197253940	EVENT	OTHER	fall 17 sept 2008 nasdaq	nasdaq has fallen 17 sept 2008		MS: no er	2008-09-17			0	2	FIN39324663297288769_Arg1
OTH57128633939393108	EVENT	OTHER	use S16-SE - (iPhone 4)	The iPhone 4 will use Apple 's latest mobile operating system , iOS 4	use.01		XXXX-XX-XX			1	1	PRO36907219772334161_Arg0
PRO47184345966677594	ENTITY	PRO	predecessor	non Intel-based Mac						0	1	
OTH57357069960774910	EVENT	OTHER	called S18-SE - (Steve Jobs)	Jobs called the new software the most advanced mobile operating system in the world . 	call.01		2010-XX-XX			1	1	PER19274271332322852_Arg0
OTH40454429249592464	EVENT	OTHER	drop 6 october 2008 ftse	ftse dropped 6 october 2008		MS: no er	2008-10-06			0	1	FIN39676646219701103_Arg1
PRO55894491259852648	ENTITY	PRO	new features rolled out in Tiger							0	1	
OTH39650961637000658	EVENT	OTHER	renamed VUA	7e7 was renamed in 787			2005-01-29			0	1	PRO37154719263852456_Arg1 ORG37154719725500990_Arg0
OTH39564714678610938	EVENT	OTHER	Offer-EHU	GM Chrysler offer layoff				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406424291734298_Arg0 ORG37406424148086837_Arg0 ORG37406423422624299_Arg0
ORG55895173473659360	ENTITY	ORG	film studios		http://dbpedia.org/resource/Film_studio	er generic				0	1	
PRO55738543322442944	ENTITY	PRO	features of the iPhone 3GS	features of the iPhone 3GS						0	1	
OTH57464891849353266	EVENT	OTHER	released-SE - (iTunes Store)	Apple released the long awaited iPhones Software Development Kit ( SDK ) and the associated iTunes App Store and iPhone Developer Program						0	0	
LOC27735116228075125	ENTITY	LOC	Chicago, US		http://dbpedia.org/resource/Chicago					0	1	
OTH40780386817926072	EVENT	OTHER	deliver VUA	Aeroflot Boeing 22 787s				2014-XX-XX		0	1	PRO39561857490324762_Arg1 PRO37154719263852456_Arg1
ORG27736154624392526	ENTITY	ORG	Boeing's Launch Services							0	1	
OTH39745940755242562	EVENT	OTHER	Face-EHU	Ford faces challenges			2010-01-28			1	1	ORG37406423869806668_Arg0
SPE40090855656795819	EVENT	SPEECH_COGNITIVE	confirm VUA	Airbus confirmed glitch			2010-01-25			0	1	ORG37154719430036883_Arg0
OTH40865090618979097	EVENT	OTHER	fall	global stock markets fall - 2008-10-07			2008-10-07			0	1	FIN40197049224228580_Arg1
OTH40261710224991670	EVENT	OTHER	was	CAC was up 15 points 18 september 2008		MS: no er	2008-09-18			0	1	FIN39675879107047155_Arg1
PRO47083859812724907	ENTITY	PRO	Apple Macintosh computer		http://dbpedia.org/resource/Macintosh					0	4	
OTH39305230277626062	EVENT	OTHER	Appoint-EHU	Fiat appoint members			XXXX-XX-XX			1	1	ORG37406423743094661_Arg0
OTH39669477091622334	EVENT	OTHER	win VUA	Airbus wins Qatar order			2005-06-13			0	1	ORG37154719430036883_Arg0
OTH40455416957947195	EVENT	OTHER	drop  09 october 2008 ftse	ftse dropped 09 october 2008		MS: no er	2008-10-09			0	1	FIN39676646219701103_Arg1
OTH40090388607735334	EVENT	OTHER	flight VUA	A400 maiden flight			2009-12-11			0	1	PRO27984068405581690_Arg1
ORG27980417931232897	ENTITY	ORG	Ministry of Defence (UK)		http://dbpedia.org/page/Ministry_of_Defence_(United_Kingdom)					0	1	
OTH40431257227622100	EVENT	OTHER	rise 13 october 2008 nasdaq	nasdaq rose 13 october 2008		MMS: no er	2008-10-13			0	1	FIN39324663297288769_Arg1
SPE39744960269715266	EVENT	SPEECH_COGNITIVE	Say-EHU	Ford said made profits			2010-01-28			1	1	ORG37406423869806668_Arg0
OTH40646384127341984	EVENT	OTHER	gain 18 march 2011 ftse	ftse gained 18 march 2011		MS: no er	2011-03-18			0	1	FIN39676646219701103_Arg1
OTH40005857246651725	EVENT	OTHER	supply VUA	EADS supply RAF				2008-03-27		0	1	ORG27980706426123893_Arg2 PRO39496959734511487_Arg1 ORG27980583346961956_Arg0 ORG27980417931232897_Arg2 PRO39496888809299967_Arg1
OTH40013104999803993	EVENT	OTHER	challenge VUA	Boeing Lockheed helicopters			2006-XX-XX			0	1	ORG37154719725500990_Arg1
SPE39828065405359834	EVENT	SPEECH_COGNITIVE	Warn-EHU	GM warned amount rise			2006-01-26			1	1	ORG37406424148086837_Arg0
SPE40452910663808999	EVENT	SPEECH_COGNITIVE	Describe-EHU	Obama described Chrysler bankruptcy			2009-06-01			1	1	PER37406424967115208_Arg0
PER55735537395054379	ENTITY	PER	other customers of iPhone 4	other customers of iPhone 4						0	1	
OTH40873439417813534	EVENT	OTHER	recover to -11 10 october 2008 dow	dow recovering to -11 10 october 2008		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg0
ORG44086316744258890	ENTITY	ORG	International Monetary Fund and World Bank			no er (CONJ)				0	1	
SPE39740323963777177	EVENT	SPEECH_COGNITIVE	Report	Ford report loss			2006-XX-XX			2	2	ORG37406423869806668_Arg0
OTH40784543815028780	EVENT	OTHER	leave 4 september 2008 dow	fall left dow 4 september 2008		MS: no er	2008-09-04			0	1	FIN39323676120351079_Arg1
OTH40519653233423344	EVENT	OTHER	Plans-EHU	Chrysler restructuring plans			XXXX-XX-XX			0	0	ORG37406423422624299_Arg0
OTH40448423567837559	EVENT	OTHER	arrange	the Fed arranged to increase swap lines		no er	2008-09-18			0	1	ORG39936557985692412_Arg0
PRO47187668941325568	ENTITY	PRO	Darwin operating system	operating system released by Apple in 2010	http://dbpedia.org/resource/Darwin_(operating_system)					0	2	
SPE57215629332158781	EVENT	SPEECH_COGNITIVE	announce-SE - (iPhone 4)	Pre-orders of the recently announced iPhone 4 began Tuesday	announce.01		2010-06-07			1	1	PRO36907219772334161_Arg1
FIN40197049224228580	ENTITY	FIN	Worldwide stock markets	global stock markets	http://dbpedia.org/resource/Stock_market					0	12	
OTH40344125596587072	EVENT	OTHER	lose 23 febr 2009	S&P 500 lost 26 points 23 february 2009		MS: no er	2009-02-23			0	1	FIN39325939269459429_Arg1
SPE40012577617384565	EVENT	SPEECH_COGNITIVE	announce VUA	EADS plans to shift to US			XXXX-XX-XX			0	1	ORG37154720003835631_Arg0
OTH39661994074227549	EVENT	OTHER	come VUA	Ryanairs order comes from 737-800 range				XXXX-XX-XX		0	1	PRO39477509645841750_Arg0 PRO39477555731536083_Arg3
SPE40011676691850905	EVENT	SPEECH_COGNITIVE	say VUA	Paul Nesbit said operations			2008-03-01			0	1	PER39498226897787418_Arg0
OTH39741417366250878	EVENT	OTHER	Offer-EHU	Ford offers 78 million			2007-09-08			1	1	ORG37406423869806668_Arg0
SPE40089902185343123	EVENT	SPEECH_COGNITIVE	cite VUA	Spiegel cited about glitch			2010-01-XX			0	1	ORG27983976340483649_Arg0 PRO39502243605676661_Arg1
OTH39654042050289364	EVENT	OTHER	mark VUA	Boeing marked fact about 777				XXXX-XX-XX		0	1	ORG37154719725500990_Arg0
OTH39674449584914169	EVENT	OTHER	measure VUA	delay of A380			2005-11-05			0	1	
PRO39480385099731102	ENTITY	PRO	3D digital mock-up	of the A380						0	1	
LOC46394968924134706	ENTITY	LOC	Italy		http://dbpedia.org/resource/Italy					1	1	
OTH40821622171856272	EVENT	OTHER	gain 21 august 2009 dow	dow gained 21 august 2009		MS: no er	2009-08-21			0	1	FIN39323676120351079_Arg1
OTH39588549667269490	EVENT	OTHER	manufacturers VUA	Airbus manufacturers aircraft				XXXX-XX-XX		0	1	ORG37154719430036883_Arg0
SPE40781767634228442	EVENT	SPEECH_COGNITIVE	announce VUA	deal Aeroflot Boeing			2007-06-10			0	1	
OTH40430824598335916	EVENT	OTHER	fall 6 october 2008 nasdaq	nasdaq has fallen 6 october 2008		MS: no er	2008-10-06			0	1	FIN39324663297288769_Arg1
OTH39906959183304884	EVENT	OTHER	ordered VUA	Air Canada ordered 777s			2005-04-27			0	1	ORG27982380989913573_Arg0 PRO39490040631884820_Arg1
OTH39760396633720357	EVENT	OTHER	agreement VUA	between USAF and Boeing			XXXX-XX-XX			0	1	
SPE39663466675670304	EVENT	SPEECH_COGNITIVE	announced VUA	Ryanair to buy 5 737's			2005-06-13			0	1	ORG37154720662549110_Arg0
SPE57277450457046382	EVENT	SPEECH_COGNITIVE	say-SE - (Steve Jobs)	I have always said if there ever came a day when I could no longer meet my duties and expectations as Apple s C.E.O.,	say.01		XXXX-XX-XX			1	1	PER19274271332322852_Arg0
OTH37246690550673352	EVENT	OTHER	unveil-iPhone4-EHU	unveil iPhone4			2010-06-07			1	1	PRO36907219772334161_Arg1
OTH57364344069416333	EVENT	OTHER	showed off S12-SE - (Steve Jobs)	Jobs showed off iPhone 4 's new video calling abilities .	show.03		2010-06-07			1	1	PER19274271332322852_Arg0
FIN36112210245740722	ENTITY	FIN	iphone price	iphone price		no er				0	2	
PRO56147275615439098	ENTITY	PRO	No 2 US music seller	Apple iTunes in 2007						0	1	
PRO39493573622578479	ENTITY	PRO	6 A321s	Airbus aircraft						0	1	
SPE40250499845966106	EVENT	SPEECH_COGNITIVE	Say-EHU	GM said axe jobs			2009-11-04			1	1	ORG37406424148086837_Arg0
PRO46393854477138682	ENTITY	PRO	5 Saturn models							1	1	
OTH57299092638856880	EVENT	OTHER	founded S7-SE - (Steve Jobs)	One year later he was fired from the company and he founded NeXT 	found.01		1985			1	1	PER19274271332322852_Arg0
OTH40540419231774851	EVENT	OTHER	Try-EHU	GM tried			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
ORG27744052820930814	ENTITY	ORG	China (People's Republic of China)	Government	http://dbpedia.org/resource/China					0	1	
FIN40369405063703585	ENTITY	FIN	US dollar	United States dollar	http://dbpedia.org/resource/United_States_dollar	centroid entity				0	6	
PER44062969178103801	ENTITY	PER	Russian authorities			no er				0	1	
FIN36825527589495792	ENTITY	FINANCIAL	Dow Jones Industrial Average	Dow Jones Industrial Average		centroid entity				0	0	
